date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20221104,82785,9.56,82965,101.03,83655,13.85,1,False,False,True,B5,B1,486.17,311.52,72.42,82874.65,61.21,329.99,106.529,0.883,134.37,82735,15.64,82995,110.18,83655,3.83,True
20221104,8155,4.34,8465,42.31,8785,4.33,6,False,False,True,B4,A4,414.73,43.08,275.43,8441.01,144.9,28.41,207.562,0.554,59.2,7945,5.72,8475,53.97,9585,-18.53,True
20221104,80175,49.67,80575,507.6,82615,129.8,1,False,False,True,B9,B5,434.21,2114.62,377.92,80434.14,175.5,1230.74,761.981,0.952,594.35,79135,-14.67,80565,595.6,82615,86.22,True
20221104,72535,10.21,73475,102.07,75295,75.04,6,False,True,True,B4,B1,326.58,629.51,63.34,73015.0,347.41,4327.51,180.802,0.841,296.44,71875,-3.2,73475,112.31,75295,61.54,True
20221104,67835,98.52,67945,797.72,68545,80.52,2,False,True,True,C1,B7,321.35,2834.86,543.99,67885.14,38.63,252.3,316.959,0.991,764.71,64975,38.42,67945,801.48,69445,-5.33,True
20221104,64975,35.54,66105,137.88,69445,40.37,2,False,True,True,B4,B1,321.35,414.99,99.76,65385.0,481.85,2512.16,316.959,0.81,881.03,64975,73.96,65985,182.92,69445,32.77,True
20221104,61785,9.01,62155,95.44,62345,92.65,3,False,True,True,B4,A9,387.2,2235.48,50.23,61912.94,95.62,5333.65,53.05,0.971,139.77,61375,4.13,62135,107.36,62345,82.93,True
20221104,58735,432.06,59275,444.71,61255,403.97,3,False,False,True,B4,B4,0.0,469.63,1733.1,58615.0,3362.28,1141.89,106.26,0.708,2342.16,58735,440.93,59215,471.77,61255,386.25,True
20221104,57675,12.94,57925,28.24,58345,2.97,2,False,False,True,B4,A2,446.41,28.7,193.94,57887.14,195.2,36.21,162.484,0.55,38.33,57675,4.74,57735,45.83,58615,-29.6,True
20221104,51175,97.04,52175,157.67,54295,71.75,6,False,False,True,B4,B1,306.62,285.55,154.65,51345.0,820.44,1898.6,143.02,0.868,738.77,51175,117.89,51945,186.82,54295,57.3,True
20221104,47475,2.93,47545,28.44,48145,24.82,3,False,True,True,B3,A2,369.43,3311.9,14.39,47494.35,15.23,4393.61,106.374,0.574,63.3,44815,-15.21,47955,44.43,48145,21.1,True
20221104,44815,0.0,47115,88.21,47895,8.82,3,False,True,True,B4,A8,369.43,89.5,643.17,47057.25,355.8,62.05,106.374,0.897,265.88,44815,-15.21,47255,111.08,48145,-2.12,True
20221104,37975,0.0,39745,254.81,40625,25.3,1,False,False,True,B6,B2,414.19,328.05,398.68,39553.86,265.0,273.28,298.572,0.97,606.8,37135,-10.38,39615,287.76,41045,10.52,True
20221104,18055,0.0,18385,58.37,18535,5.95,2,False,False,True,B4,A5,422.09,59.11,482.12,18378.25,67.63,10.39,533.25,0.463,44.05,18055,10.53,18365,62.35,19015,-41.72,True
20221103,9895,20.68,10795,140.85,12445,13.98,5,False,False,True,B6,B1,483.72,165.33,836.2,10965.8,584.61,144.87,1586.594,0.473,263.3,9895,36.15,10795,182.43,13825,6.64,True
20221103,73685,5.35,73975,52.72,76375,12.23,3,False,True,True,B3,A5,345.92,456.83,29.99,73798.02,84.83,1619.47,86.077,0.797,159.82,73035,-4.62,74055,78.77,76375,10.56,True
20221103,70355,7.14,70565,62.3,70625,61.61,1,False,False,True,B3,A6,331.48,1891.22,32.44,70421.2,54.14,3956.62,64.213,0.925,49.32,70015,-2.16,70535,79.64,70625,56.51,True
20221103,62605,29.0,62815,303.13,63315,30.08,1,False,False,True,B6,B3,390.74,560.67,291.35,62729.57,79.59,191.96,144.076,0.985,334.21,62095,10.68,62805,310.05,63525,8.66,True
20221103,53135,14.64,53205,259.79,54725,1.06,1,False,False,True,B5,B2,320.12,1868.09,152.25,53164.61,17.93,275.76,414.695,0.921,162.0,52495,14.34,53225,300.65,55735,-32.88,True
20221103,31565,11.72,33525,118.19,35125,26.07,1,False,False,True,B6,B1,541.22,121.03,665.85,33328.09,894.96,203.87,90.713,0.939,449.29,31495,8.71,33505,145.35,35125,15.83,True
20221103,26485,35.61,26835,334.8,28025,219.69,3,False,True,True,B9,B3,579.08,4095.06,183.81,26611.67,98.19,2741.86,4828.787,0.841,1034.14,23575,-144.42,27065,352.6,28025,215.85,True
20221103,23575,0.0,26345,438.87,26915,44.08,3,False,True,True,C1,B4,579.08,444.27,3484.82,26301.29,263.13,42.04,4828.787,0.748,25.11,23575,-144.42,26375,437.35,28025,-3.84,True
20221102,84675,9.06,84885,88.61,86025,74.16,2,False,True,True,B3,A8,302.3,4318.84,45.48,84742.6,52.75,6277.63,106.578,0.938,396.86,82375,4.38,85295,103.78,86025,72.97,True
20221102,82845,42.63,84315,425.06,85825,42.49,2,False,True,True,B7,B4,302.3,438.32,2094.18,84153.04,672.78,176.48,106.578,0.995,1267.28,82375,12.08,84305,464.84,86025,21.29,True
20221102,75055,49.21,75875,487.69,78925,50.2,1,False,False,True,B8,B4,324.48,1310.86,370.46,75471.32,286.59,1271.01,387.849,0.979,1388.52,74455,6.53,75725,484.08,78925,45.17,True
20221102,71135,4.79,71405,48.49,71825,38.65,3,False,False,True,B3,A4,317.7,482.64,27.15,71238.49,77.19,1719.58,52.411,0.898,103.03,70615,-0.41,71425,65.94,71825,32.1,True
20221102,60895,82.86,61705,170.36,64135,118.59,5,False,False,True,B3,B1,195.65,817.15,110.66,61025.0,533.61,4938.5,73.839,0.844,1149.61,60895,102.59,61625,182.16,64135,120.85,True
20221102,46975,5.83,47295,62.01,49855,11.41,7,False,True,True,B4,A6,374.7,449.59,36.13,47107.06,95.36,1487.21,337.604,0.483,108.95,45805,13.9,47165,72.53,49855,-23.85,True
20221102,46165,7.49,46685,77.86,47205,7.83,7,False,True,True,B4,A7,374.7,79.76,435.17,46632.18,235.55,54.1,337.604,0.691,161.68,45805,13.99,46665,91.92,49855,-35.26,True
20221102,3535,220.36,4745,239.97,7135,171.7,9,False,False,True,B3,B2,79.03,243.12,1839.54,4275.01,2885.77,478.01,56.429,0.906,2731.67,3535,222.9,4555,257.6,7135,179.48,True
20221102,25735,99.97,26075,120.92,28615,20.2,5,False,False,True,B4,B1,284.95,275.62,100.15,25595.0,374.77,1292.73,61.315,0.961,374.1,25735,109.83,26195,136.79,28615,30.39,True
20221101,76515,4.78,76775,51.17,78775,6.42,4,False,True,True,B3,A5,310.01,292.15,31.02,76627.53,80.07,944.98,99.392,0.769,79.32,75405,2.78,76755,68.06,78775,-7.21,True
20221101,76035,13.83,76175,134.45,76555,13.56,4,False,True,True,B4,B1,310.01,271.24,120.77,76114.89,53.13,149.56,99.392,0.924,125.85,75405,2.78,76175,138.76,78775,-13.63,True
20221101,72435,2.62,72835,27.39,73045,15.28,4,False,True,True,B3,A2,304.75,30.5,68.87,72753.64,173.42,96.27,49.538,0.697,43.83,71935,4.35,72895,41.17,73045,11.89,True
20221101,68995,5.19,69465,49.96,71245,3.48,6,False,False,True,B3,A4,317.58,120.45,40.09,69239.68,167.9,632.27,77.212,0.834,133.42,68935,7.31,69515,67.64,71815,-7.77,True
20221101,62345,8.61,64135,88.61,65445,8.83,3,False,False,True,B4,A8,408.18,93.83,727.03,63816.98,689.81,111.58,311.66,0.708,253.14,61855,-43.54,64155,114.36,65945,0.75,True
20221101,50005,52.61,50315,543.29,50655,52.85,1,False,False,True,B9,B5,392.23,606.64,1350.59,50249.03,133.47,75.14,1352.342,0.953,567.17,48175,-46.56,50295,585.99,51755,-44.51,True
20221101,22715,63.76,22825,582.83,23135,58.31,1,False,False,True,B9,B5,357.54,1241.66,503.88,22773.73,40.31,124.48,1546.489,0.955,351.75,22135,-40.47,22825,605.48,23265,45.78,True
20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True
20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True
20221031,77455,6.84,77615,81.64,79135,0.37,7,False,True,True,B3,A8,304.3,244.95,59.14,77536.47,53.15,275.91,62.3,0.894,97.99,76975,9.88,77665,87.46,80335,7.88,True
20221031,76975,40.56,77985,103.51,79805,10.44,7,False,True,True,B4,B1,304.3,106.04,679.3,77925.18,788.71,154.3,62.3,0.948,360.84,76975,50.44,77815,122.49,80335,9.98,True
20221031,54735,5.25,55205,53.49,55685,5.18,4,False,True,True,B4,A5,439.78,54.94,282.85,55155.84,214.13,52.13,157.795,0.585,98.6,54735,-12.77,55045,72.27,59605,-2.69,True
20221031,54735,13.77,56545,130.77,58855,13.07,4,False,True,True,B5,B1,439.78,150.02,294.66,56206.05,833.32,531.73,157.795,0.918,592.46,54735,-4.24,56275,157.84,59605,0.66,True
20221031,48075,40.18,48675,384.74,50575,65.4,1,False,False,True,B9,B3,568.11,1092.67,285.15,48373.54,209.56,1006.44,523.846,0.975,951.68,47585,17.51,48935,378.58,50575,59.39,True
20221031,43355,9.78,43805,59.13,44325,5.84,3,False,True,True,B5,A5,509.92,60.42,349.97,43758.02,234.17,50.67,817.875,0.469,119.19,43355,68.5,43375,86.61,45295,-28.42,True
20221031,40435,36.0,40855,70.94,41635,7.02,5,False,False,True,B6,A7,537.04,72.47,422.24,40780.82,353.29,76.0,177.33,0.835,122.3,40435,20.78,40815,86.54,42245,-24.75,True
20221031,27895,0.0,29085,58.23,29835,5.76,2,False,True,True,B6,A5,556.31,58.89,482.33,29029.94,345.42,52.86,314.495,0.642,75.81,27895,4.38,29155,63.03,30415,-29.13,True
20221031,26185,4.05,26695,41.43,27205,3.96,4,False,False,True,B5,A4,540.87,42.31,250.06,26643.83,230.9,48.96,153.702,0.573,71.38,26125,-4.4,26855,62.81,27775,3.39,True
20221031,1085,11.5,1265,100.7,2385,10.33,3,False,False,True,B4,B1,367.89,419.2,65.54,1164.07,59.75,479.01,77.266,0.926,202.6,535,-1.17,1365,114.28,2385,9.23,True
20221030,8905,14.29,9245,150.21,10105,14.99,1,False,False,True,B5,B1,416.4,294.35,137.73,9100.25,125.84,337.06,72.049,0.972,284.51,8575,17.19,9275,159.01,10105,16.08,True
20221030,76915,8.08,78345,79.41,81635,21.77,9,False,False,True,B4,A7,361.83,222.56,59.19,77628.92,495.42,2334.69,72.288,0.859,538.78,76735,12.01,78125,91.46,81635,24.62,True
20221030,70005,30.51,70535,311.16,72495,20.95,2,False,True,True,B7,B3,390.54,727.92,253.87,70289.27,190.22,683.58,573.269,0.949,867.81,66175,-44.3,70595,333.74,73855,-11.75,True
20221030,6455,28.88,6635,318.98,8455,52.24,3,False,True,True,B6,B3,360.11,2821.75,181.04,6526.06,50.97,995.62,239.834,0.983,601.01,5695,20.27,6635,318.5,8455,48.03,True
20221030,5695,33.83,6255,90.98,7115,8.94,3,False,True,True,B4,A9,360.11,92.22,682.02,6189.19,392.92,66.59,239.834,0.838,295.83,5695,54.1,6075,113.44,8455,-4.21,True
20221030,55265,10.03,55315,24.72,55525,2.35,2,False,False,True,B3,A2,363.49,55.23,20.85,55279.24,25.35,84.13,95.268,0.437,12.47,55265,3.33,55315,34.38,55975,-17.83,True
20221030,44735,18.03,44825,211.26,45055,20.14,2,False,False,True,B5,B2,361.89,419.04,191.93,44787.1,32.48,88.88,80.716,0.973,109.48,44215,8.76,44835,217.06,45415,4.16,True
20221030,40955,49.93,41425,296.74,43865,14.62,1,False,False,True,B6,B2,378.04,767.44,229.6,41170.82,185.04,775.17,270.609,0.964,808.57,40955,14.24,41415,301.61,44095,-13.8,True
20221030,37155,1.79,37425,18.57,37855,14.11,3,False,True,True,B3,A1,360.4,150.32,10.66,37264.93,80.55,1424.02,85.269,0.396,37.79,34615,1.39,37365,41.48,37855,21.17,True
20221030,35405,20.79,36705,209.4,37855,74.89,3,False,True,True,B5,B2,360.4,319.82,247.67,36200.02,492.33,796.78,85.269,0.985,607.6,34615,1.66,36745,235.17,37855,81.96,True
20221030,28575,0.23,29895,29.2,31565,5.44,5,False,True,True,B3,A2,368.56,53.42,28.32,29505.85,358.15,846.62,122.995,0.489,133.94,27655,-27.13,29635,49.65,31565,4.21,True
20221030,28415,6.46,28575,58.47,31485,5.86,5,False,True,True,B4,A5,368.56,476.79,45.59,28534.0,81.95,1074.15,122.995,0.533,136.53,27655,-27.13,28565,63.51,31565,4.21,True
20221030,28025,10.15,28305,79.37,28575,13.77,5,False,True,True,B4,A7,368.56,80.34,645.42,28287.96,140.0,21.84,122.995,0.803,106.11,27655,-27.13,28285,83.88,31565,-1.23,True
20221030,2385,3.1,2715,28.95,2955,17.82,2,False,True,True,B5,A2,493.24,56.45,26.64,2570.54,124.5,330.68,73.188,0.63,36.1,1615,-10.56,2705,46.76,2955,14.63,True
20221030,23075,17.53,23515,168.4,23975,16.84,4,False,True,True,B5,B1,389.73,174.18,790.67,23465.2,203.37,56.15,73.465,0.978,285.99,22385,-4.66,23525,182.51,24415,8.98,True
20221030,22865,7.08,23075,74.64,23295,8.07,4,False,True,True,B4,A7,389.73,80.98,218.69,23037.83,92.21,42.8,73.465,0.846,62.5,22385,-4.66,23065,90.97,24415,8.94,True
20221030,22425,4.03,22785,43.08,23305,4.42,4,False,True,True,B4,A4,389.73,58.24,61.04,22670.64,144.61,172.94,73.465,0.735,70.12,22385,-2.43,22815,55.99,24415,8.95,True
20221030,19755,5.34,20235,54.53,21025,5.41,5,False,False,True,B4,A5,424.17,79.21,68.6,20067.56,190.53,275.73,80.153,0.832,125.7,19485,-8.52,20145,62.37,21425,11.28,True
20221030,1945,2.57,2085,32.42,2955,30.1,2,False,True,True,B5,A3,493.24,4917.39,16.36,1988.52,30.75,11585.33,73.188,0.716,94.63,1615,-10.56,2175,58.04,2955,26.91,True
20221030,16675,2.52,17035,24.94,17255,12.73,2,False,False,True,B4,A2,423.83,31.38,41.16,16929.77,149.56,142.9,68.169,0.587,34.97,16255,3.69,17035,43.23,17255,5.77,True
20221030,13365,7.06,14275,72.31,16135,30.56,8,False,True,True,B4,A7,386.83,201.63,57.0,13919.62,372.37,1650.93,65.318,0.875,254.69,12325,-2.16,14235,94.53,16135,22.28,True
20221030,12795,3.62,13205,37.71,13675,3.92,8,False,True,True,B4,A3,386.83,43.12,84.02,13115.17,177.23,114.0,65.318,0.651,64.49,12325,-2.16,13255,51.08,16135,-8.28,True
20221029,9705,5.05,9765,61.57,10145,6.24,7,False,False,True,B6,A6,577.5,265.54,39.75,9733.84,19.24,161.09,122.77,0.398,32.53,6055,1.9,9785,76.59,10675,6.81,True
20221029,85675,11.48,86025,107.99,86215,71.98,2,False,True,True,B5,B1,461.95,170.1,122.01,85890.67,137.87,240.89,73.787,0.961,125.33,85255,1.0,86005,120.13,86215,62.91,True
20221029,85585,16.1,85785,152.78,86215,76.33,2,False,True,True,B6,B1,461.95,679.78,97.76,85674.18,65.52,571.03,73.787,0.978,208.5,85255,1.0,85865,162.01,86215,67.27,True
20221029,78575,9.02,78965,95.17,81055,20.71,9,False,True,True,B3,A9,278.98,511.28,58.39,78745.17,121.38,1332.14,103.691,0.886,288.63,74335,1.24,79045,111.92,81055,34.17,True
20221029,77585,9.26,78015,95.55,81055,10.02,9,False,True,True,B3,A9,278.98,466.41,59.81,77773.94,135.1,1320.41,103.691,0.908,463.02,74335,1.24,78095,107.86,81055,23.49,True
20221029,74335,166.48,75045,192.73,81055,41.51,9,False,True,True,B4,B1,278.98,264.52,309.89,74365.0,1996.37,2135.73,103.691,0.959,1654.89,74335,167.72,74965,214.99,81055,54.98,True
20221029,56945,29.43,57195,288.05,59395,28.95,1,False,False,True,B6,B2,376.66,1682.81,173.88,57050.16,77.66,941.99,108.434,0.987,681.4,56335,3.27,57195,307.43,60055,6.54,True
20221029,50075,3.36,50205,31.18,50375,3.23,4,False,True,True,B3,A3,344.39,38.07,55.73,50170.81,56.58,48.44,51.397,0.479,20.44,49255,0.39,50185,41.22,52255,3.33,True
20221029,49755,9.92,50585,101.41,51885,10.24,4,False,True,True,B4,B1,344.39,142.92,133.72,50305.93,332.89,445.92,51.397,0.957,223.03,49255,0.56,50555,113.2,52255,7.8,True
20221029,49255,24.21,49485,33.48,50045,3.3,4,False,True,True,B3,A3,344.39,33.79,308.85,49446.62,258.94,35.5,51.397,0.741,65.01,49255,24.6,49535,49.5,52255,3.33,True
20221029,37575,27.66,38025,272.57,38645,27.57,1,False,False,True,B7,B2,471.68,346.85,438.06,37897.09,190.09,188.64,341.91,0.964,464.73,37175,2.37,37975,307.02,38695,21.27,True
20221029,35555,83.29,35815,842.61,36345,127.92,1,False,False,True,C1,B8,656.45,1573.49,803.52,35708.38,99.24,243.56,3683.559,0.958,825.35,34315,6.45,35795,824.7,36345,41.5,True
20221029,23035,32.99,24435,327.53,24975,317.88,2,False,True,True,B8,B3,495.65,7918.9,173.35,23438.01,308.78,17678.6,627.439,0.956,664.69,20575,22.78,24435,345.63,24975,311.76,True
20221029,21005,43.11,22855,437.36,24435,21.66,2,False,True,True,B9,B4,495.65,514.02,1518.45,22295.0,673.39,285.69,627.439,0.972,1185.95,20575,31.88,22045,452.43,24975,-2.23,True
20221029,14305,8.56,14545,92.38,15835,9.2,4,False,True,True,B5,A9,490.69,337.47,62.46,14420.87,79.71,539.8,202.878,0.794,122.37,13615,23.47,14555,104.46,17095,-3.49,True
20221029,14125,5.78,15695,58.26,17095,6.92,4,False,True,True,B5,A5,490.69,59.61,369.17,15497.99,690.72,139.78,202.878,0.583,184.77,13615,24.39,15905,77.56,17095,2.53,True
20221029,13615,62.0,14045,118.34,14875,12.03,4,False,True,True,B6,B1,490.69,120.72,732.21,13975.01,376.12,77.72,202.878,0.91,298.56,13615,85.47,13995,179.62,17095,-4.38,True
20221028,85295,13.57,85535,149.67,86215,66.04,1,False,False,True,B6,B1,490.44,768.95,92.69,85402.73,75.35,783.43,167.329,0.946,282.64,84935,4.57,85525,184.34,86215,64.73,True
20221028,81175,12.34,81795,101.12,82475,9.97,3,False,True,True,B7,B1,599.83,102.29,825.06,81747.47,311.53,48.41,1191.771,0.544,225.74,79375,-48.92,81815,134.2,82495,-1.69,True
20221028,79875,17.19,80615,433.5,81075,44.07,3,False,True,True,C1,B4,599.83,502.73,1639.96,80427.08,237.58,91.28,1191.771,0.892,252.47,79375,-48.91,80615,560.39,82495,-10.38,True
20221028,7545,6.0,8485,61.22,9425,6.02,6,False,False,True,B4,A6,346.61,62.34,397.06,8399.47,428.31,84.28,72.705,0.864,162.77,7495,22.58,8555,77.23,10375,-4.63,True
20221028,73975,9.76,74365,97.22,75425,9.73,3,False,True,True,B6,A9,577.87,198.6,86.47,74195.08,145.44,418.66,207.486,0.831,192.21,71695,-29.77,74365,140.33,75625,11.55,True
20221028,73695,29.48,73775,371.88,74175,38.07,3,False,True,True,B9,B3,577.87,1377.49,250.46,73733.0,24.78,170.81,207.486,0.961,215.07,71695,-29.77,73765,381.55,75625,5.52,True
20221028,72315,10.24,72595,114.22,74645,11.44,3,False,True,True,B6,B1,577.87,569.02,71.18,72440.32,87.12,872.82,207.486,0.807,181.06,71695,-29.77,72545,126.44,75625,9.24,True
20221028,64735,13.87,66565,97.08,68475,11.68,6,False,False,True,B5,A9,489.66,98.31,757.17,66416.6,915.36,148.95,308.094,0.745,478.15,64735,11.64,66915,124.27,68475,6.85,True
20221028,59415,9.22,60105,94.03,61155,9.4,2,False,True,True,B5,A9,451.97,129.87,128.24,59877.94,278.19,353.09,153.995,0.864,283.48,57535,-7.61,60115,113.36,61315,3.1,True
20221028,545,40.16,955,399.82,2085,13.85,1,False,False,True,B7,B3,368.67,656.45,430.74,794.79,158.29,302.34,801.851,0.955,714.14,295,78.81,1005,435.2,3535,-21.57,True
20221028,52255,0.0,53275,80.84,53875,7.84,3,False,True,True,B5,A8,426.45,81.63,721.78,53240.19,273.1,38.71,205.265,0.806,170.95,52255,-9.46,53355,108.39,54165,-1.95,True
20221028,49365,7.2,49405,143.32,49675,14.09,1,False,False,True,B5,B1,423.16,660.78,91.74,49386.6,12.42,112.1,258.971,0.847,64.5,49165,5.95,49405,155.23,50215,-26.23,True
20221028,44095,1.7,44135,59.22,44825,5.99,5,False,True,True,B4,A5,400.72,927.45,32.12,44111.07,8.32,300.94,69.377,0.531,8.6,42775,14.43,44135,88.95,45175,-6.92,True
20221028,43585,3.18,43715,32.27,44065,3.28,5,False,True,True,B4,A3,400.72,67.56,28.22,43656.2,46.95,140.9,69.377,0.513,26.02,42775,14.43,43705,47.32,45175,-8.79,True
20221028,43335,2.06,43475,25.04,43965,2.5,5,False,True,True,B4,A2,400.72,63.78,19.53,43411.39,48.7,199.27,69.377,0.416,26.26,42775,14.43,43475,36.45,45175,-8.79,True
20221028,42975,5.94,43205,64.36,43785,6.44,5,False,True,True,B4,A6,400.72,126.46,58.89,43107.52,84.61,227.69,69.377,0.85,85.96,42775,14.44,43195,72.81,45175,-8.78,True
20221028,30885,34.35,31105,383.75,32225,38.72,1,False,False,True,B7,B3,347.79,1342.5,263.14,30993.51,73.46,469.73,278.479,0.976,748.78,29455,9.38,31115,392.21,35335,-18.84,True
20221028,10495,0.0,13745,93.14,14935,14.45,3,False,False,True,B4,A9,359.82,94.4,703.71,13641.35,608.56,102.32,304.363,0.78,62.98,10495,-27.52,13765,115.88,14935,8.28,True
20221027,915,3.82,1175,37.08,1825,3.69,3,False,False,True,B4,A3,453.75,71.88,34.28,1061.79,97.0,254.86,125.311,0.592,59.76,755,5.05,1185,45.75,2095,-28.84,True
20221027,78695,11.09,80185,63.49,82005,6.41,9,False,False,True,B4,A6,414.47,68.23,199.01,79896.77,762.48,327.62,84.489,0.85,366.27,78695,22.25,80125,80.78,82375,-0.66,True
20221027,59275,4.12,59505,41.53,60125,0.64,6,False,True,True,B4,A4,388.18,60.44,52.16,59423.13,90.67,131.67,74.042,0.577,38.7,57895,5.94,59485,58.09,61495,1.64,True
20221027,57895,22.2,59545,121.64,61495,20.58,6,False,True,True,B5,B1,388.18,141.49,253.57,59095.0,826.15,577.77,74.042,0.933,748.83,57895,28.14,59575,138.94,61495,22.22,True
20221027,54195,9.7,54645,92.58,57435,4.05,3,False,True,True,B5,A9,439.16,295.97,65.46,54409.77,152.87,866.28,172.538,0.851,230.79,51535,21.18,54785,102.7,57775,-26.75,True
20221027,54095,6.67,55295,66.94,57725,6.71,3,False,True,True,B5,A6,439.16,92.49,214.24,55481.92,720.11,389.66,172.538,0.618,123.48,51535,21.18,55265,80.86,57775,-23.51,True
20221027,51535,33.45,53255,255.42,55105,25.25,3,False,True,True,B6,B2,439.16,259.8,1709.4,53099.58,841.66,160.32,172.538,0.977,1344.0,51535,54.63,53345,299.07,57775,-29.49,True
20221027,44035,13.55,44305,143.28,45425,14.38,3,False,True,True,B5,B1,396.45,424.94,104.28,44169.27,91.28,466.18,145.341,0.925,292.62,43265,-17.92,44285,155.81,46495,-1.19,True
20221027,43265,85.21,43665,89.02,46495,9.82,3,False,True,True,B4,A8,396.45,90.76,557.41,43402.49,1316.52,268.66,145.341,0.863,572.08,43265,67.29,43555,124.87,46495,7.18,True
20221027,39055,63.84,39725,136.94,40855,13.53,1,False,False,True,B5,B1,422.45,138.33,1200.34,39655.69,517.06,74.68,2989.597,0.491,362.07,39055,208.06,39075,217.38,41135,-3.64,True
20221027,31855,46.36,32185,479.25,33145,47.39,1,False,False,True,B9,B4,431.02,1046.54,407.52,32035.66,119.13,383.44,387.143,0.984,860.17,31135,2.44,32135,474.41,33655,-11.71,True
20221027,26795,4.99,26865,81.23,26965,75.76,1,False,False,True,B5,A8,442.46,2974.32,42.04,26819.51,15.73,1395.09,178.291,0.897,41.89,26455,-0.9,26875,124.06,26965,62.09,True
20221027,24775,19.6,25695,199.44,26335,112.41,3,False,True,True,B5,B1,318.23,323.65,217.63,25345.0,357.73,666.77,416.077,0.937,749.04,23095,26.28,25665,219.75,26335,110.74,True
20221027,23095,41.07,24315,366.55,25585,37.1,3,False,True,True,B6,B3,318.23,374.97,2113.25,24195.5,574.65,127.79,416.077,0.97,1367.15,23095,67.35,24295,413.43,26335,-0.45,True
20221027,2215,401.81,5415,1365.21,5725,1350.29,2,False,False,True,C1,C1,0.0,1501.18,3679.04,4575.0,1926.98,985.45,30528.047,0.818,10395.43,2215,445.04,5175,1718.91,5725,1078.13,True
20221027,16425,30.89,16855,316.58,18535,40.81,1,False,False,True,B8,B3,492.2,983.16,226.32,16633.61,144.13,784.75,730.976,0.933,727.59,15775,-5.22,16845,329.92,18535,15.58,True
20221026,83145,18.71,83525,190.53,84165,19.13,4,False,True,True,B5,B1,372.57,279.14,236.73,83393.35,151.88,224.45,256.786,0.909,342.51,80065,-6.9,83535,206.05,84415,-6.42,True
20221026,82245,7.84,82985,76.56,84415,12.62,4,False,True,True,B4,A7,372.57,142.42,73.19,82675.0,281.47,686.49,256.786,0.722,293.31,80065,-6.9,83095,94.32,84415,-0.07,True
20221026,82025,7.1,82335,72.58,82825,7.36,4,False,True,True,B4,A7,372.57,101.87,96.36,82233.42,125.75,166.63,256.786,0.502,82.98,80065,-6.9,82375,87.4,84415,-12.69,True
20221026,80805,42.51,81115,414.73,82705,41.64,4,False,True,True,B7,B4,372.57,1441.21,284.86,80952.73,105.14,666.67,256.786,0.982,1077.1,80065,-6.9,81115,455.36,84415,-9.49,True
20221026,69475,16.27,69595,163.91,69895,16.8,3,False,True,True,B5,B1,344.89,335.53,146.23,69539.44,42.38,121.88,68.075,0.946,116.68,67615,5.76,69565,167.62,70255,22.79,True
20221026,69015,10.1,69335,102.49,69795,10.51,3,False,True,True,B4,B1,344.89,138.45,145.6,69230.73,128.88,153.59,68.075,0.929,153.36,67615,5.76,69305,111.0,70255,22.44,True
20221026,5935,285.97,9215,452.82,10735,327.95,5,False,False,True,B4,B4,0.0,757.98,553.61,6545.0,1818.01,3119.64,340.226,0.891,4057.63,5935,311.38,9505,483.14,10735,325.27,True
20221026,54265,3.66,54615,34.33,55945,3.43,11,False,True,True,B2,A3,262.66,91.99,26.12,54441.53,123.95,547.14,44.359,0.699,113.06,52855,-7.63,54605,53.42,56715,0.81,True
20221026,54135,2.41,54295,24.01,56715,11.5,11,False,True,True,B2,A2,262.66,814.19,12.45,54186.83,39.94,3273.22,44.359,0.628,183.7,52855,-7.63,54605,41.05,56715,11.47,True
20221026,53515,4.99,54005,48.14,54505,4.67,11,False,True,True,B3,A4,262.66,49.61,240.43,53946.99,223.74,57.86,44.359,0.816,113.04,52855,-7.63,53995,63.65,56715,-0.03,True
20221026,45535,526.38,45805,5163.09,47055,516.23,1,False,False,True,C5,C5,261.04,16403.94,3659.3,45666.59,92.64,520.5,6850.272,0.996,6105.61,44645,10.9,45815,4923.2,48895,40.59,True
20221026,38455,7.32,39995,74.14,41695,25.99,13,False,True,True,B3,A7,228.92,125.91,77.09,39389.33,592.99,1213.87,64.936,0.908,675.08,37615,26.86,39785,84.0,41695,33.76,True
20221026,37615,64.55,38225,97.49,39705,9.68,13,False,True,True,B3,A9,228.92,100.69,467.55,38060.93,657.49,177.47,64.936,0.956,582.73,37615,91.22,38315,116.37,41695,7.77,True
20221026,33225,2.52,33555,26.43,34735,3.06,11,False,True,True,B3,A2,285.16,71.77,19.98,33395.0,114.79,516.8,71.274,0.497,74.66,32095,11.51,33565,38.33,34735,2.15,True
