date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20211002,31495,7.77,31695,86.96,32205,8.89,7,False,True,False,B1,A8,94.64,178.5,77.13,31606.4,70.85,205.49,19.992,0.962,192.98,30175,5.18,31655,89.71,32815,-6.21,True
20211002,31035,4.16,31325,39.78,31915,4.04,7,False,True,False,B1,A3,94.64,65.34,42.86,31214.0,114.95,219.65,19.992,0.87,119.88,30175,5.18,31315,46.84,32815,-6.6,True
20211002,30675,5.13,30925,52.05,31175,5.35,7,False,True,False,B1,A5,94.64,53.7,254.77,30895.47,112.98,29.84,19.992,0.899,97.67,30175,5.18,30925,58.19,32815,-6.67,True
20211002,26335,3.43,26715,31.98,27105,3.28,11,False,True,True,B1,A3,105.96,32.39,252.27,26691.21,178.05,28.65,34.537,0.786,92.55,26215,15.01,26735,36.88,27775,-6.36,True
20211002,26215,0.0,27075,14.09,27405,1.44,11,False,True,True,B1,A1,105.96,14.22,129.19,27055.25,152.33,21.01,34.537,0.443,42.36,26215,15.01,27015,24.24,27775,-6.36,True
20211002,2395,16.0,3415,159.18,6445,15.92,16,False,True,True,B2,B1,137.22,353.59,133.92,2945.34,368.7,1220.11,60.836,0.975,1563.86,965,1.84,3315,181.82,9895,-4.64,True
20211002,23005,6.27,23995,61.93,26095,7.23,14,False,True,False,B1,A6,117.26,110.8,61.26,23588.67,377.64,856.06,24.359,0.944,582.78,22375,-0.56,24005,76.44,26095,0.01,True
20211002,18915,1.68,19705,17.33,20695,7.34,22,False,True,True,B1,A1,111.49,38.5,14.57,19347.17,285.68,945.8,15.37,0.726,132.77,16735,-0.46,19755,24.15,20695,3.11,True
20211002,17005,2.28,18365,23.01,19735,2.32,22,False,True,True,B1,A2,111.49,23.57,128.87,18227.03,620.41,142.22,15.37,0.81,227.88,16735,0.37,18585,29.91,20695,-4.19,True
20211001,83895,1.85,84365,18.21,85595,1.81,16,False,True,False,B1,A1,130.7,36.14,16.54,84162.01,176.19,482.48,16.823,0.643,91.02,81775,2.95,84595,24.14,85855,2.38,True
20211001,81775,8.96,82965,36.46,84765,3.63,16,False,True,False,B1,A3,130.7,42.39,76.09,82607.39,653.44,456.25,16.823,0.907,382.14,81775,11.9,82815,51.25,85855,1.66,True
20211001,7775,2.36,9595,23.26,11435,2.31,28,False,False,False,B1,A2,101.02,23.62,162.61,9446.33,839.93,152.93,13.8,0.798,230.63,6535,-5.89,9795,32.75,11455,3.24,True
20211001,77475,10.23,77985,101.42,79185,10.1,21,False,True,False,B2,B1,115.43,185.47,98.4,77775.59,195.05,460.78,28.876,0.962,495.68,72895,-1.44,77915,113.71,79255,11.52,True
20211001,75035,6.9,76095,68.26,77945,6.8,21,False,True,False,B1,A6,115.43,101.95,82.54,75717.43,423.37,655.4,28.876,0.944,614.21,72895,-1.44,76105,79.36,79255,3.76,True
20211001,74285,4.04,74745,39.35,75355,4.0,21,False,True,False,B1,A3,115.43,49.42,65.21,74613.35,193.46,183.76,28.876,0.751,147.58,72895,-1.44,74745,56.02,79255,2.84,True
20211001,71075,4.24,71185,53.34,71495,5.25,11,False,True,False,A5,A5,0.0,114.91,45.77,71138.16,38.99,122.69,16.043,0.892,199.69,70375,-2.65,71215,58.26,72775,1.38,True
20211001,70375,128.78,71185,133.55,72775,116.23,11,False,True,False,B1,B1,0.0,141.04,485.25,70237.21,2862.41,1042.74,16.043,0.591,2725.95,70375,126.14,71455,143.13,72775,117.62,True
20211001,66925,8.43,67475,87.78,69875,8.82,12,False,False,True,B2,A8,117.82,270.97,62.89,67195.22,185.52,1001.85,35.585,0.952,684.07,66535,-1.6,67655,97.23,70255,8.39,True
20211001,65845,0.97,66165,9.81,66415,2.8,17,False,True,True,B1,sub-A,106.61,10.95,24.47,66097.4,138.57,77.72,10.899,0.382,22.91,63175,-0.61,66115,16.19,66415,3.51,True
20211001,63785,1.62,65025,16.19,66295,1.61,17,False,True,True,B1,A1,106.61,16.8,72.57,64870.57,562.25,163.13,10.899,0.742,151.64,63175,-0.52,65095,24.11,66415,1.75,True
20211001,58975,5.95,59645,15.56,60705,1.54,16,False,True,True,B1,A1,107.79,16.29,62.03,59500.03,463.9,152.69,13.699,0.681,113.37,58975,7.74,59555,22.59,61135,-3.64,True
20211001,55,79.45,205,82.34,1615,21.62,8,False,False,True,B1,A8,81.57,143.78,83.31,-215.0,393.68,851.58,14.336,0.968,577.85,55,68.53,85,88.81,1615,15.76,True
20211001,55625,2.19,56615,21.5,56695,21.44,19,False,True,False,B1,A2,96.19,245.73,11.88,55994.8,280.56,7275.68,13.912,0.823,105.93,53815,-0.96,56685,29.97,56695,20.44,True
20211001,53825,2.11,55275,21.19,56695,2.35,19,False,True,False,B1,A2,96.19,21.51,152.05,55156.83,666.21,118.11,13.912,0.751,240.09,53815,1.09,55555,29.38,56695,1.35,True
20211001,49275,3.1,49455,34.23,50155,3.47,10,False,True,False,B1,A3,91.69,97.36,25.35,49365.97,60.63,291.77,10.654,0.904,95.33,48535,-0.03,49455,40.05,50455,-5.53,True
20211001,46565,2.37,47115,23.22,48045,2.34,14,False,True,False,B1,A2,88.21,34.1,28.76,46921.24,220.52,327.71,9.691,0.862,129.63,46255,0.2,47095,27.29,48415,2.13,True
20211001,43135,10.1,43515,22.53,46135,2.74,18,False,False,True,B1,A2,87.18,75.73,15.64,43205.74,197.25,1196.79,12.574,0.761,238.47,43135,18.58,43495,29.56,46135,-2.56,True
20211001,38715,34.04,39665,344.39,41215,34.63,2,False,False,True,B4,B3,108.77,496.96,437.63,39336.98,379.55,540.19,1221.35,0.909,2155.04,37375,-7.28,39645,583.36,43015,-5.27,True
20211001,33365,4.64,33605,49.36,34645,4.98,12,False,True,False,B1,A4,89.96,154.4,35.2,33481.47,79.42,436.64,15.526,0.93,192.74,32215,0.65,33645,52.58,34975,6.18,True
20211001,32215,15.98,32765,18.87,34825,1.88,12,False,True,False,B1,A1,89.96,19.1,148.67,32617.45,943.84,152.01,15.526,0.714,226.59,32215,16.62,33185,32.22,34975,5.16,True
20211001,22665,6.32,22975,64.05,24245,6.34,27,False,True,True,B1,A6,112.57,152.64,58.86,22883.38,141.12,458.64,71.959,0.594,106.86,20935,-16.81,22965,74.95,26335,-9.52,True
20211001,1735,42.75,2715,58.14,4375,24.32,12,False,False,False,B1,A5,80.83,58.9,445.62,2516.97,1237.82,205.05,20.349,0.849,629.61,1735,43.06,2445,71.33,4375,25.88,True
20210930,8215,4.74,9185,24.13,10275,3.29,9,False,True,True,B2,A2,259.23,24.53,164.27,9092.64,533.05,99.76,63.74,0.468,129.49,8215,-8.26,9115,38.18,10275,2.28,True
20210930,76575,3.5,77025,35.01,78175,22.11,16,False,True,True,B1,A3,110.6,285.98,20.06,76753.88,133.1,2377.66,20.675,0.907,268.6,75295,6.64,77025,47.23,78175,23.6,True
20210930,75905,3.75,76655,37.63,78175,21.19,16,False,True,True,B1,A3,110.6,192.11,23.33,76231.83,237.09,2446.82,20.675,0.893,390.79,75295,6.64,76625,48.15,78175,22.68,True
20210930,75295,49.17,75645,58.39,76945,5.9,16,False,True,True,B1,A5,110.6,59.43,383.38,75536.64,592.3,115.08,20.675,0.962,382.4,75295,55.81,75685,66.23,78175,1.5,True
20210930,71005,4.93,72345,49.04,73495,9.67,15,False,True,True,B2,A4,184.88,50.34,262.63,72208.53,615.4,147.84,34.127,0.903,364.15,69055,-1.36,72325,59.15,73495,2.77,True
20210930,69845,6.81,70895,67.76,72385,6.76,15,False,True,True,B2,A6,184.88,88.22,103.45,70581.76,437.26,467.32,34.127,0.94,449.18,69055,-1.32,71055,81.62,73495,-6.27,True
20210930,65875,8.76,66305,84.61,67135,47.3,6,False,True,False,A8,A8,0.0,406.37,53.16,66062.2,137.32,1315.65,25.182,0.978,960.51,64615,-1.19,66345,94.94,67135,59.24,True
20210930,64615,119.59,65655,149.9,67135,95.34,6,False,True,False,B1,B1,0.0,155.25,688.91,65256.02,1499.94,423.63,25.182,0.899,2910.17,64615,118.4,65515,164.28,67135,107.29,True
20210930,62995,5.15,63135,63.89,63975,6.47,16,False,False,True,B1,A6,126.84,277.56,41.15,63059.05,42.5,359.25,43.95,0.844,157.02,61015,-5.59,63135,69.31,64495,-6.74,True
20210930,55305,3.3,56225,32.52,57615,3.26,5,False,True,True,B1,A3,117.5,44.07,45.88,55933.42,379.39,456.69,55.357,0.674,248.33,53215,5.4,54665,48.5,58255,-0.71,True
20210930,54375,29.72,54615,289.28,55445,28.86,5,False,True,True,B4,B2,117.5,715.58,228.95,54500.7,86.19,337.65,55.357,0.988,708.41,53215,5.4,54665,324.9,58255,-1.5,True
20210930,53805,7.68,54175,76.82,54545,7.6,5,False,True,True,B1,A7,117.5,78.6,442.76,54136.35,168.22,37.42,55.357,0.85,192.42,53215,5.4,54175,87.82,58255,-1.51,True
20210930,51055,6.1,51155,70.04,51485,7.25,4,False,True,True,B2,A7,130.57,174.75,55.18,51108.19,34.47,136.8,28.101,0.919,82.48,50095,-5.87,51155,79.27,51655,2.34,True
20210930,50675,5.3,50815,49.99,51535,4.99,4,False,True,True,B1,A4,130.57,171.11,34.52,50742.11,48.33,300.21,28.101,0.889,113.55,50095,-5.87,50825,59.14,51655,3.59,True
20210930,45885,84.13,46135,761.95,47085,76.28,3,False,True,True,B9,B7,139.74,2024.65,581.92,46010.87,89.53,390.4,324.441,0.99,1567.51,43375,-5.12,46145,771.03,48895,-15.28,True
20210930,44515,17.04,44675,206.64,47485,20.64,3,False,True,True,B3,B2,139.74,2502.88,113.53,44577.75,43.87,1211.98,324.441,0.905,1237.07,43375,-5.12,44675,280.59,48895,-9.57,True
20210930,42465,34.41,42575,357.63,42765,35.13,2,False,True,True,B5,B3,142.7,558.3,411.21,42531.82,41.2,70.11,207.717,0.971,241.19,41575,8.35,42555,357.72,43255,-14.6,True
20210930,41865,8.77,42165,50.02,42525,5.12,2,False,True,True,B1,A5,142.7,50.59,417.51,42144.56,164.48,24.98,207.717,0.581,107.28,41575,8.35,42165,69.75,43255,-14.63,True
20210930,37165,13.06,37375,140.53,38135,13.99,4,False,True,True,B3,B1,195.38,364.86,108.55,37275.64,73.64,310.23,90.092,0.936,283.84,36055,16.02,37395,146.01,39295,-21.85,True
20210930,36445,10.45,36635,93.55,36985,9.49,4,False,True,True,B2,A9,195.38,143.25,109.45,36564.49,77.12,126.5,90.092,0.834,121.04,36055,16.02,36655,104.93,39295,-22.19,True
20210930,30825,28.08,31155,293.67,32075,29.0,5,False,True,True,B4,B2,197.72,620.25,255.2,31008.4,119.84,365.04,136.038,0.969,717.37,26455,-19.21,31175,302.6,33295,-5.79,True
20210930,28445,13.01,28635,115.65,29135,11.67,5,False,True,True,B3,B1,197.72,230.45,104.71,28549.8,71.84,198.17,136.038,0.748,181.76,26455,-19.21,28625,121.16,33295,-6.82,True
20210930,27835,15.03,30525,151.52,33255,15.21,5,False,True,True,B3,B1,197.72,155.3,837.58,30255.78,1230.66,285.99,136.038,0.953,2062.76,26455,-18.46,30235,181.79,33295,7.41,True
20210930,2345,7.82,3895,78.15,6095,7.78,15,False,False,True,B3,A7,262.45,112.41,102.89,3295.0,577.29,790.47,205.417,0.695,439.09,1975,-4.72,3895,82.74,7015,-35.86,True
20210930,23265,2.88,23905,28.19,24535,4.31,8,False,True,True,B1,A2,166.54,31.25,72.65,23774.25,281.23,151.6,46.501,0.688,110.16,22255,16.11,23715,35.73,24535,2.96,True
20210930,22255,31.07,22745,65.26,23605,6.62,8,False,True,True,B2,A6,166.54,66.3,453.89,22672.65,395.04,72.32,46.501,0.93,292.62,22255,47.17,22835,81.27,24535,-1.35,True
20210930,20745,51.74,20955,500.36,21815,49.77,3,False,True,True,B6,B5,177.49,1448.51,367.87,20848.02,72.2,356.29,87.973,0.995,944.34,18535,14.89,20935,504.92,22135,28.69,True
20210930,20225,9.07,20555,85.16,21635,8.52,3,False,True,True,B2,A8,177.49,203.79,68.61,20395.93,118.23,440.16,87.973,0.873,274.48,18535,14.89,20445,92.42,22135,11.15,True
20210930,18535,37.04,19465,92.83,21075,9.39,3,False,True,True,B2,A9,177.49,101.93,252.32,19189.35,648.72,328.44,87.973,0.929,699.85,18535,51.93,19395,111.14,22135,8.87,True
20210930,16545,2.52,16725,26.04,17155,2.6,6,False,True,True,B2,A2,226.34,48.45,24.89,16651.0,68.04,165.96,34.534,0.589,35.08,15055,-2.89,16705,42.98,17215,-0.26,True
20210930,16265,2.66,16385,27.13,17215,5.29,6,False,True,True,B2,A2,226.34,168.69,16.21,16317.01,37.9,494.19,34.534,0.665,61.77,15055,-2.89,16475,33.75,17215,3.21,True
20210930,15465,6.31,16005,65.33,16545,6.74,6,False,True,True,B2,A6,226.34,67.1,346.02,15947.95,244.72,59.48,34.534,0.937,180.15,15055,-2.85,15995,76.9,17215,-2.07,True
20210930,12255,3.33,12495,35.02,13255,3.5,13,False,True,True,B2,A3,239.77,82.86,28.39,12382.38,84.48,308.97,46.688,0.616,74.65,10975,8.73,12555,53.69,14935,-4.73,True
20210930,11915,6.59,11975,72.33,12295,7.2,13,False,True,True,B3,A7,239.77,253.52,49.75,11945.48,20.74,132.49,46.688,0.734,53.42,10975,8.73,11975,76.97,14935,-4.75,True
20210929,9775,8.48,10505,30.19,11495,3.01,9,False,True,False,B2,A3,189.52,30.81,184.66,10412.97,449.67,94.03,26.81,0.754,160.89,9775,13.93,10545,40.75,11575,12.75,True
20210929,955,14.91,1085,129.14,1415,12.6,4,False,True,True,B3,B1,188.38,238.07,124.76,1031.58,52.16,124.76,42.03,0.954,138.02,295,-4.83,1085,130.75,2815,5.26,True
20210929,83215,21.67,83625,134.48,84115,13.1,4,False,True,True,B5,B1,369.54,142.1,486.7,83558.71,208.29,76.22,1538.351,0.476,253.28,81055,-94.2,83685,190.94,86215,-45.91,True
20210929,81645,96.51,81925,960.93,82375,95.87,4,False,True,True,C1,B9,369.54,1385.91,1223.37,81825.89,110.89,157.45,1538.351,0.969,974.29,81055,-94.2,81905,1045.83,86215,-45.91,True
20210929,8045,100.51,8275,925.73,8915,92.35,1,False,False,True,C1,B9,168.5,1881.77,826.93,8174.75,88.08,251.21,524.146,0.993,1295.69,7255,7.44,8295,954.01,9655,-5.66,True
20210929,79835,67.04,80025,747.99,80275,70.07,3,False,True,True,C1,B7,305.71,960.7,1181.02,79967.22,75.51,76.99,4896.754,0.857,511.48,78175,-37.07,80015,784.42,80935,-32.31,True
20210929,78795,198.07,78995,1765.01,79865,178.18,3,False,True,True,C2,C1,305.71,5370.23,1271.96,78889.65,68.87,364.41,4896.754,0.98,2137.65,78175,-37.07,78965,2075.65,80935,-22.86,True
20210929,77305,11.4,77465,112.22,77735,11.69,3,False,True,True,B3,B1,261.4,165.42,138.23,77408.77,64.24,96.35,73.987,0.94,104.05,76855,10.31,77475,124.52,78055,-1.67,True
20210929,76855,43.48,77275,96.06,78005,9.32,3,False,True,True,B3,A9,261.4,97.63,659.67,77217.28,330.37,61.28,73.987,0.92,293.08,76855,53.78,77145,119.57,78055,4.62,True
20210929,74405,13.72,74615,144.94,75005,14.55,10,False,True,True,B4,B1,301.57,225.2,166.61,74540.24,83.01,140.62,235.002,0.734,163.78,69055,11.67,74555,156.11,75535,-10.76,True
20210929,72825,13.86,73295,134.24,74845,13.42,10,False,True,True,B4,B1,301.57,324.92,107.49,73068.68,166.92,632.4,235.002,0.849,488.0,69055,11.67,73335,175.91,75535,-6.59,True
20210929,71455,9.79,72215,100.25,73085,9.83,10,False,True,True,B4,B1,301.57,113.64,231.91,72050.57,329.48,202.35,235.002,0.779,357.66,69055,11.67,72265,133.22,75535,-11.09,True
20210929,69575,20.06,69865,193.64,75155,19.36,10,False,True,True,B4,B1,301.57,2333.06,106.45,69683.46,83.06,2281.55,235.002,0.926,1658.92,69055,11.67,69935,228.79,75535,5.3,True
20210929,67815,10.26,67845,205.67,67935,21.57,2,False,True,True,B4,B2,293.27,506.81,163.13,67832.41,9.58,37.32,77.766,0.941,42.44,67255,-2.11,67845,233.5,68365,0.63,True
20210929,66255,4.72,66505,44.57,66765,4.77,8,False,True,True,B3,A4,282.46,45.69,247.64,66482.56,117.48,27.16,65.892,0.655,53.68,64255,-3.7,66545,66.07,67135,-0.36,True
20210929,66035,18.87,66085,145.65,66205,14.86,8,False,True,True,B4,B1,282.46,248.41,152.66,66066.09,21.67,44.2,65.892,0.865,48.85,64255,-3.7,66085,143.94,67135,-0.36,True
20210929,65495,5.73,65645,49.82,67135,11.53,8,False,True,True,B3,A4,282.46,522.18,27.76,65548.56,42.79,1008.88,65.892,0.794,180.64,64255,-3.7,65605,67.11,67135,11.17,True
20210929,64845,6.3,65295,64.64,65755,6.5,8,False,True,True,B3,A6,282.46,67.41,269.89,65235.83,202.46,63.38,65.892,0.859,133.19,64255,-3.7,65285,76.56,67135,-0.36,True
20210929,59765,5.73,60075,61.53,60655,19.75,2,False,True,True,B2,A6,217.14,160.54,47.4,59926.36,107.54,456.47,63.394,0.876,154.56,58495,3.26,60055,71.23,60655,14.86,True
20210929,59105,34.27,59395,322.13,59895,33.08,2,False,True,True,B5,B3,217.14,480.45,390.32,59289.64,116.39,179.56,63.394,0.993,522.41,58495,3.26,59385,336.59,60655,-4.41,True
20210929,56585,4.02,56655,38.09,57955,3.78,10,False,True,True,B2,A3,222.16,507.65,20.8,56608.72,18.35,561.28,56.521,0.622,105.42,54895,17.11,56655,50.53,58375,-7.28,True
20210929,55905,7.22,56175,72.56,57535,7.25,10,False,True,True,B2,A7,222.16,253.93,49.72,56031.83,89.29,571.53,56.521,0.883,241.34,54895,17.11,56195,81.83,58375,-7.4,True
20210929,55145,8.94,55665,92.66,56195,9.35,10,False,True,True,B3,A9,222.16,94.87,525.73,55617.45,238.13,53.86,56.521,0.934,240.41,54895,17.67,55685,103.2,58375,-9.07,True
20210929,5415,12.6,5545,120.59,7135,13.99,4,False,True,True,B2,B1,128.34,1025.01,68.78,5466.43,39.06,729.46,35.634,0.972,496.84,4855,2.36,5555,134.68,7135,24.15,True
20210929,5225,2.4,5335,28.29,5475,3.02,4,False,True,True,B1,A2,128.34,34.65,50.36,5308.71,46.23,39.87,35.634,0.478,22.59,4855,2.36,5325,31.03,7135,10.16,True
20210929,51615,51.99,51695,516.63,51965,50.84,2,False,True,True,B7,B5,212.82,1238.48,416.01,51657.91,29.07,108.47,716.176,0.918,304.76,49495,-0.22,51705,667.4,52735,7.52,True
20210929,50165,18.67,50495,177.06,52735,26.0,2,False,True,True,B3,B1,212.82,951.89,108.6,50304.71,104.01,1142.64,716.176,0.8,946.15,49495,-0.22,51705,222.01,52735,33.47,True
20210929,4855,47.1,5065,49.45,6535,5.02,4,False,True,True,B1,A4,128.34,51.68,201.34,4872.59,645.92,207.78,35.634,0.904,299.01,4855,49.46,5215,61.5,7135,10.78,True
20210929,4855,0.0,5975,52.55,6255,5.32,4,False,True,True,B1,A5,128.34,53.0,500.17,5957.69,129.69,17.22,35.634,0.86,81.06,4855,2.36,5985,69.02,7135,10.16,True
20210929,46215,9.97,46695,95.29,47615,9.43,8,False,True,True,B3,A9,217.33,152.52,105.65,46508.64,187.46,339.18,86.079,0.909,299.94,45895,18.39,46655,105.44,49375,-11.45,True
20210929,42015,11.3,43395,77.6,45055,7.79,3,False,True,True,B3,A7,265.01,78.46,647.75,43286.35,761.72,115.64,698.055,0.489,593.05,37135,-41.72,43565,106.23,45775,-17.5,True
20210929,40375,29.94,40775,313.03,42585,31.25,3,False,True,True,B5,B3,265.01,999.02,221.47,40569.38,133.68,755.76,698.055,0.889,1181.28,37135,-41.72,40735,379.05,45775,-17.74,True
20210929,3835,5.53,4015,55.26,4735,8.23,6,False,True,True,B2,A5,169.45,184.82,38.45,3920.57,60.12,362.24,29.993,0.909,127.59,2935,6.15,4005,64.34,4735,6.86,True
20210929,30875,11.33,31505,113.14,32145,11.63,14,False,True,True,B3,B1,206.37,114.84,813.92,31459.55,292.3,51.69,160.725,0.83,362.04,29695,-4.68,31605,141.76,37015,2.74,True
20210929,29895,14.2,33055,141.53,37015,17.74,14,False,True,True,B3,B1,206.37,179.04,230.5,32147.9,1322.24,1287.18,160.725,0.92,2491.22,29695,5.69,32655,162.36,37015,20.48,True
20210929,2935,16.63,3665,64.74,4675,6.43,6,False,True,True,B2,A6,169.45,68.96,217.55,3516.98,426.38,169.39,29.993,0.926,350.84,2935,22.78,3565,75.8,4735,3.56,True
20210929,22845,5.42,23075,52.02,23875,5.13,13,False,True,False,B1,A5,135.1,129.46,41.03,22964.04,82.12,324.74,18.074,0.925,142.95,22135,1.14,23055,62.64,24655,-1.2,True
20210929,2005,8.29,2275,85.92,2735,8.55,4,False,True,True,B2,A8,188.38,129.32,102.93,2176.25,104.9,165.18,42.03,0.934,154.14,295,-4.83,2315,93.78,2815,10.53,True
20210929,19835,6.26,20245,62.55,20795,6.12,11,False,False,True,B2,A6,150.61,77.81,106.28,20133.84,174.12,159.77,92.692,0.811,177.77,18295,1.1,20235,83.2,22015,-12.46,True
20210929,1235,4.14,1325,44.21,2235,4.45,4,False,True,True,B2,A4,188.38,287.92,26.24,1274.47,28.28,388.94,42.03,0.759,93.82,295,-4.83,1325,64.23,2815,6.26,True
20210929,10945,3.73,11025,44.72,11215,4.32,9,False,True,False,B2,A4,189.52,83.09,42.84,10993.45,29.66,72.12,26.81,0.761,28.49,9775,5.46,11015,44.39,11575,10.73,True
20210928,85635,1.74,85815,15.54,85995,1.56,6,False,True,False,B1,A1,127.13,15.95,85.16,85793.0,82.76,19.43,20.999,0.456,19.13,84535,3.68,85875,21.52,86215,-0.68,True
20210928,84685,6.16,86015,62.1,86215,59.57,6,False,True,False,B1,A6,127.13,79.48,98.43,85629.81,555.17,561.81,20.999,0.955,340.49,84535,7.14,85875,70.37,86215,58.89,True
20210928,83475,7.56,83795,75.24,84335,7.41,5,False,True,False,B1,A7,118.16,108.75,95.42,83686.72,129.89,185.54,24.881,0.955,199.19,82015,-0.53,83815,101.88,84415,-3.2,True
20210928,82105,1.74,82565,17.81,84415,2.04,5,False,True,False,B1,A1,118.16,53.41,12.91,82333.28,157.16,814.81,24.881,0.517,122.14,82015,-0.01,82575,33.52,84415,-5.97,True
20210928,8175,10.82,8375,94.5,9895,30.12,20,False,True,True,B1,A9,101.97,942.84,52.91,8248.67,58.62,1309.35,97.791,0.894,602.41,3535,-19.38,8345,103.7,9895,27.39,True
20210928,78765,4.8,79115,49.42,79935,5.0,10,False,True,False,B1,A4,129.74,91.26,47.55,78970.93,132.19,317.98,28.724,0.881,168.16,77335,1.3,79135,58.84,80455,-5.06,True
20210928,77595,6.04,78145,61.29,78895,6.01,10,False,True,False,B1,A6,129.74,78.59,96.8,77981.78,226.99,230.95,28.724,0.932,247.27,77335,1.62,78075,77.57,80455,-6.03,True
20210928,7675,6.37,7925,58.97,8255,5.68,20,False,True,True,B1,A5,101.97,73.57,99.52,7851.5,105.3,97.55,97.791,0.568,119.81,3535,-19.38,7875,75.23,9895,-2.73,True
20210928,76065,1.18,76735,11.82,77215,3.87,18,False,True,False,A9,A1,82.83,12.21,57.27,76661.76,306.69,81.93,24.047,0.412,63.83,74095,-2.81,76975,19.61,77215,2.34,True
20210928,74095,24.79,76345,54.63,77215,50.14,18,False,True,False,B1,A5,82.83,89.93,58.69,74916.38,1430.3,2746.88,24.047,0.773,985.08,74095,21.98,76325,66.31,77215,48.61,True
20210928,7165,3.05,7415,32.95,9895,8.76,20,False,True,True,B1,A3,101.97,385.09,18.16,7260.42,69.64,1850.91,97.791,0.545,337.76,3535,-19.38,7355,53.07,9895,6.03,True
20210928,71085,2.16,71535,21.33,72655,4.87,7,False,True,True,B1,A2,101.26,57.51,16.18,71312.71,156.97,699.31,34.351,0.551,128.71,70855,7.06,72405,32.91,72655,2.07,True
20210928,62065,2.8,62535,26.95,63405,2.67,17,False,False,False,B1,A2,86.95,42.2,30.66,62355.86,184.23,317.81,16.649,0.817,132.23,61975,7.33,62505,33.5,64855,-5.15,True
20210928,52855,3.6,54065,21.35,55745,2.15,18,False,True,True,B1,A2,95.83,25.43,41.06,53718.68,585.68,454.6,15.261,0.755,248.42,52855,6.6,53895,32.5,56095,-1.39,True
20210928,5285,10.75,6805,107.54,7915,10.72,20,False,True,True,B2,B1,101.97,117.48,630.53,6458.48,588.94,137.53,97.791,0.883,565.5,3535,-19.38,6815,130.24,9895,-2.73,True
20210928,49685,2.21,50285,22.21,51055,2.21,18,False,True,False,B1,A2,96.26,27.35,38.72,50120.25,252.07,223.14,14.063,0.795,112.34,48175,-2.29,50235,30.22,51295,6.29,True
20210928,21175,111.08,23985,870.25,28935,87.04,1,True,False,True,C1,B8,232.08,1268.34,1089.56,22955.0,1186.25,1730.7,7284.861,0.915,11615.12,21175,159.01,23555,1046.76,39055,-100.36,True
20210928,19745,35.73,20375,346.93,21165,222.43,1,True,False,True,B4,B3,149.24,1352.74,229.93,20034.41,208.47,1537.17,39.931,0.998,1489.46,18535,-8.42,20415,361.88,21165,232.65,True
20210928,16645,5.97,16715,78.13,16995,7.72,9,False,True,False,B1,A7,104.5,246.66,55.9,16678.52,21.28,117.68,19.758,0.915,75.47,15895,3.57,16715,80.08,18415,-2.82,True
20210928,16525,7.99,16615,77.74,16705,8.67,9,False,True,False,B1,A7,104.5,79.34,474.26,16606.92,41.7,8.74,19.758,0.896,49.34,15895,3.57,16615,86.72,18415,-2.82,True
20210928,15945,6.63,17395,65.98,18415,25.95,9,False,True,False,B1,A6,104.5,76.49,139.23,17053.24,625.74,430.87,19.758,0.948,652.1,15895,9.19,17515,77.67,18415,23.13,True
20210928,13025,3.97,13145,32.84,14095,13.54,6,False,True,False,B1,A3,92.09,446.35,17.87,13066.02,33.86,1059.65,22.539,0.824,53.23,12175,-8.83,13145,40.75,14095,6.22,True
20210928,12795,3.82,12945,37.12,13095,3.78,6,False,True,False,B1,A3,92.09,37.91,223.35,12929.88,68.77,14.63,22.539,0.826,44.1,12175,-8.83,12915,45.28,14095,-7.32,True
20210928,12175,39.36,12515,53.48,14095,14.74,6,False,True,False,B1,A5,92.09,127.27,43.21,12124.85,295.59,1091.28,22.539,0.869,336.39,12175,30.53,12595,62.23,14095,7.42,True
20210928,11265,2.42,11675,25.32,12055,3.18,5,False,True,True,B1,A2,133.01,25.87,151.78,11632.25,183.96,39.3,29.446,0.709,67.73,10015,-0.64,11785,32.45,12055,-1.07,True
20210928,11195,12.8,11265,197.25,11375,21.31,5,False,True,True,B3,B1,133.01,307.57,226.61,11239.66,24.63,41.9,29.446,0.974,88.7,10015,-0.64,11265,198.29,12055,-4.25,True
20210928,10455,3.25,10525,31.99,10605,2.66,5,False,True,True,B1,A3,133.01,36.04,76.49,10508.95,30.03,17.73,29.446,0.487,15.53,10015,-0.64,10545,33.34,12055,-4.25,True
20210928,10385,7.26,10795,73.27,11325,7.33,5,False,True,True,B2,A7,133.01,91.6,122.98,10677.03,169.98,158.67,29.446,0.953,209.39,10015,-0.63,10775,86.79,12055,-4.17,True
20210927,85155,8.39,86125,83.64,86215,81.56,11,False,True,False,B1,A8,92.64,86.37,404.76,86003.2,436.89,116.84,15.484,0.945,72.68,83095,-8.85,86125,92.42,86215,78.98,True
20210927,83625,2.93,84475,29.41,85375,2.88,11,False,True,False,B1,A2,92.64,31.28,100.14,84341.58,380.97,149.16,15.484,0.878,198.31,83095,-8.79,84365,34.67,86215,-2.56,True
